img_name,h_mean,s_mean,v_mean,Radiation Value
IMG_1524,80.541,148.334,221.107,-4.8063
IMG_1525,79.867,146.316,221.925,-4.9383
IMG_1526,79.854,149.359,218.423,-5.0478
IMG_1527,79.394,146.401,220.45,-5.3678
IMG_1528,78.72,143.865,221.795,-5.0564
IMG_1529,80.635,152.865,216.117,-5.0431
IMG_1530,80.425,154.866,212.6,-5.6662
IMG_1531,78.546,145.583,219.636,-4.9754
IMG_1532,79.161,146.68,219.567,-5.3504
IMG_1533,78.876,147.305,218.593,-5.4266
IMG_1534,78.136,146.303,217.797,-5.6765
IMG_1535,77.933,146.013,218.181,-5.5316
IMG_1536,77.833,146.024,218.186,-5.4245
IMG_1537,77.771,147.138,216.562,-5.5412
IMG_1538,77.912,146.007,218.37,-5.477
IMG_1539,78.874,151.373,213.2,-5.4629
IMG_1540,78.763,152.369,211.79,-5.5822
IMG_1541,77.778,147.248,216.609,-5.2043
IMG_1542,77.881,147.036,216.577,-5.4544
IMG_1543,77.34,145.972,217.01,-5.4176
IMG_1544,77.085,144.973,217.622,-5.5368
IMG_1545,77.15,145.229,217.022,-5.4388
IMG_1546,77.039,146.011,216.276,-5.4836
IMG_1547,84.342,113.237,248.396,-4.7712
IMG_1548,84.319,116.857,246.952,-5.2035
IMG_1549,84.389,124.372,242.207,-5.0394
IMG_1550,84.607,125.883,241.891,-5.8323
IMG_1551,84.431,126.593,241.708,-5.4718
IMG_1552,84.384,122.052,244.641,-5.5368
IMG_1553,84.889,133.585,237.868,-5.969
IMG_1554,84.446,130.011,240.265,-6.4192
IMG_1555,84.258,128.455,240.357,-6.455
IMG_1556,84.223,130.492,239.465,-6.1344
IMG_1557,84.434,141.143,233.521,-6.1738
IMG_1558,84.389,141.907,233.387,-6.2488
IMG_1559,84.088,140.19,234.005,-6.3373
IMG_1560,84.024,138.781,234.851,-6.2634
IMG_1561,83.637,136.631,236.392,-6.19
IMG_1562,83.676,146.69,228.258,-6.1573
IMG_1563,83.165,144.148,229.463,-6.2796
IMG_1564,82.291,136.248,236.083,-6.2126
IMG_1565,82.259,139.494,232.987,-6.213
IMG_1566,82.201,145.24,227.37,-6.1189
IMG_1567,82.088,144.696,227.719,-5.9025
IMG_1568,80.711,150.356,219.04,-6.051
IMG_1569,80.303,148.624,220.375,-5.8629
IMG_1570,80.906,153.855,215.409,-5.9606
IMG_1571,81.097,157.729,211.398,-5.9252
IMG_1572,80.942,154.589,214.472,-5.9736
IMG_1573,80.893,153.709,215.572,-5.8508
IMG_1574,80.197,152.336,215.722,-5.67
IMG_1575,79.661,151.504,215.544,-5.8169
IMG_1576,79.584,151.884,213.938,-5.6077
IMG_1577,80.194,156.575,210.073,-5.7727
IMG_1578,80.458,157.431,209.185,-5.8234
IMG_1579,80.44,157.808,209.356,-5.8325
IMG_1580,80.213,156.029,210.208,-5.8683
IMG_1581,80.658,159.503,207.363,-5.8714
IMG_1582,80.38,158.153,208.662,-5.7524
IMG_1583,81.143,163.034,203.649,-5.6999
IMG_1584,80.721,160.628,206.131,-5.5756
IMG_1585,80.494,159.959,206.754,-5.5219
IMG_1586,79.955,156.927,208.621,-5.5127
IMG_1587,80.406,160.09,206.24,-5.4514
IMG_1588,79.821,156.776,209.142,-5.3959
IMG_1589,80.438,159.717,206.755,-5.3683
IMG_1590,80.964,163.089,204.087,-4.8652
IMG_1591,80.724,160.366,206.014,-4.9792
IMG_1592,79.748,156.801,208.657,-5.136
IMG_1593,79.637,157.549,207.295,-4.7677
IMG_1594,79.409,156.315,208.648,-4.8385
IMG_1595,79.382,156.08,208.57,-4.8917
IMG_1596,84.622,137.88,233.055,-5.0577
IMG_1597,84.831,143.777,229.551,-5.2813
IMG_1598,84.64,134.199,236.109,-4.8113
IMG_1599,84.778,135.964,234.538,-4.7787
IMG_1600,84.888,146.175,227.951,-5.0038
IMG_1601,84.739,143.986,229.166,-5.4531
IMG_1602,84.627,144.203,228.992,-4.5414
IMG_1603,84.536,142.406,229.951,-4.6898
IMG_1604,84.394,134.077,235.447,-4.6391
IMG_1605,84.299,139.237,232.287,-4.5807
IMG_1606,84.623,149.611,224.782,-4.863
IMG_1607,84.681,160.512,213.811,-5.9437
IMG_1608,84.051,149.767,225.438,-5.0423
IMG_1609,84.308,153.984,220.893,-4.3417
IMG_1610,83.86,148.759,225.418,-4.4492
IMG_1611,83.321,154.229,219.929,-4.4247
IMG_1612,82.821,150.614,222.395,-4.5884
IMG_1613,82.713,150.292,222.639,-4.2231
IMG_1614,82.639,152.061,220.988,-4.3403
IMG_1615,82.122,151.782,220.635,-3.8609
IMG_1616,82.077,150.9,221.762,-4.0066
IMG_1617,81.057,155.133,214.569,-4.0653
IMG_1618,81.128,157.672,210.423,-4.0807
IMG_1619,81.52,162.31,205.151,-4.4009
IMG_1620,82.284,169.798,193.369,-5.0039
IMG_1621,82.142,166.993,196.013,-8.4556
IMG_1622,82.404,169.518,191.577,-9.36
IMG_1623,82.975,178.789,176.431,-11.1861
IMG_1624,83.28,181.985,168.913,-13.6347
IMG_1625,82.777,176.696,175.289,-11.422
IMG_1626,83.267,182.997,168.43,-13.5418
IMG_1627,82.57,176.624,181.897,-10.4803
IMG_1628,83.016,179.176,174.07,-6.9865
IMG_1629,82.825,180.594,171.875,-11.4007
IMG_1630,82.306,177.401,178.829,-14.7463
IMG_1631,82.808,178.575,182.318,-8.4832
IMG_1632,83.586,185.362,165.904,-9.1691
IMG_1633,86.457,195.604,134.489,-13.8255
IMG_1634,86.193,197.005,135.896,-17.8021
IMG_1635,86.155,197.693,134.489,-16.0077
IMG_1636,85.462,196.152,144.267,-15.5126
IMG_1637,85.953,198.258,139.01,-13.5142
IMG_1638,85.521,196.603,142.44,-15.0632
IMG_1639,85.595,196.266,146.644,-14.3798
IMG_1640,85.22,195.91,149.721,-13.2334
IMG_1641,84.898,194.368,152.354,-12.4703
IMG_1642,84.975,194.008,153.889,-14.1956
IMG_1643,84.925,193.487,153.523,-13.8122
IMG_1644,83.877,187.196,165.475,-13.8516
IMG_1645,84.634,135.192,235.829,-12.085
IMG_1646,82.409,124.92,241.694,-2.8577
IMG_1647,82.339,121.464,243.545,-2.7482
IMG_1648,81.82,127.864,239.505,-2.7618
IMG_1649,81.814,130.587,237.244,-2.7835
IMG_1650,81.617,125.884,240.621,-2.8111
IMG_1651,80.981,129.476,237.522,-2.8335
IMG_1652,80.082,132.939,233.352,-2.5163
IMG_1653,80.639,129.263,237.263,-2.8469
IMG_1654,79.295,135.495,230.304,-2.6448
IMG_1655,79.806,144.987,222.247,-2.8035
IMG_1656,79.109,137.146,229.164,-2.8408
IMG_1657,79.647,149.422,213.998,-2.6759
IMG_1658,79.069,132.845,232.302,-2.7267
IMG_1659,78.89,136.764,228.255,-2.6033
IMG_1660,78.896,137.6,226.069,-2.8669
IMG_1661,77.909,139.492,222.25,-2.5045
IMG_1662,78.376,144.533,217.017,-2.1933
IMG_1663,77.4,141.624,217.766,-1.9722
IMG_1664,78.1,143.139,217.559,-1.8635
IMG_1665,78.759,150.993,207.875,-1.9363
IMG_1666,77.51,143.12,216.198,-1.8316
IMG_1667,77.001,137.909,221.637,-1.7065
IMG_1668,76.791,137.878,220.301,-1.4921
IMG_1669,77.22,139.197,218.338,-1.4831
IMG_1670,75.333,129.895,227.389,-1.5088
IMG_1671,75.433,129.501,228.762,-1.456
IMG_1672,76.252,137.089,221.043,-1.4861
IMG_1673,77.475,144.859,213.993,-1.7603
IMG_1674,79.267,156.649,199.208,-1.7224
IMG_1675,80.258,163.324,193.285,-3.2164
IMG_1676,78.335,150.392,208.824,-1.6624
IMG_1677,79.86,157.976,202.556,-1.6429
IMG_1678,80.152,164.073,193.193,-2.6539
IMG_1679,79.873,163.83,191.919,-2.3471
IMG_1680,79.75,161.166,198.608,-1.7161
IMG_1681,80.052,162.373,196.481,-1.7317
IMG_1682,86.191,180.251,197.459,-8.0461
IMG_1683,86.216,182.503,192.716,-10.0417
IMG_1684,85.688,170.893,204.831,-11.9208
IMG_1685,85.585,176.626,199.544,-11.1798
IMG_1686,85.462,167.677,209.727,-8.9174
IMG_1687,86.048,180.677,193.918,-8.8458
IMG_1688,85.788,173.483,201.067,-10.7555
IMG_1689,85.594,173.841,201.502,-10.1075
IMG_1690,85.317,170.871,204.24,-9.2648
IMG_1691,84.689,152.131,223.148,-6.4452
IMG_1692,84.911,164.708,211.716,-8.0295
IMG_1693,85.013,169.302,207.172,-8.9661
IMG_1694,84.993,170.709,204.291,-8.8484
IMG_1695,84.862,168.147,206.85,-6.386
IMG_1696,85.049,175.626,198.66,-5.4243
IMG_1697,84.278,164.694,210.048,-4.1051
IMG_1698,84.745,177.36,196.291,-5.7177
IMG_1699,84.428,173.253,200.177,-6.104
IMG_1700,85.01,186.061,174.496,-6.4035
IMG_1701,84.636,183.835,180.466,-7.1847
IMG_1702,84.867,188.39,169.894,-6.7769
IMG_1703,83.281,186.537,167.046,-6.9915
IMG_1704,83.949,188.796,152.743,-7.3217
IMG_1705,83.809,186.543,150.454,-8.6104
IMG_1706,83.117,184.86,164.757,-7.7426
IMG_1707,83.146,185.576,162.672,-7.9928
IMG_1708,83.155,185.901,156.957,-7.2287
IMG_1709,83.094,185.981,156.166,-8.8735
IMG_1710,82.847,185.267,152.784,-7.0221
IMG_1711,82.253,183.937,156.685,-7.0358
IMG_1712,82.3,183.56,162.004,-7.1918
IMG_1713,81.976,182.001,169.307,-7.8095
IMG_1714,81.932,180.935,169.36,-6.7969
IMG_1715,82.084,182.99,160.814,-6.9433
IMG_1716,81.816,180.021,167.637,-5.975
IMG_1717,82.545,183.256,156.802,-6.3057
IMG_1718,81.901,180.966,168.927,-7.0457
IMG_1719,82.05,182.528,163.838,-6.872
IMG_1720,81.787,180.221,172.502,-6.4804
IMG_1721,81.329,177.794,178.006,-4.8597
IMG_1722,81.307,178.781,174.534,-4.0604
IMG_1723,81.05,171.8,187.89,-4.813
IMG_1724,81.724,180.249,173.851,-6.5502
IMG_1725,81.974,181.11,171.271,-5.2795
IMG_1726,81.472,178.459,177.26,-5.3982
IMG_1727,82.591,183.91,159.05,-6.6051
IMG_1728,82.357,184.433,162.056,-4.1772
IMG_1729,82.352,183.19,162.196,-3.6024
IMG_1730,82.684,183.609,161.038,-3.5529
IMG_1731,92.689,215.533,126.532,-24.8224
IMG_1732,96.764,223.429,108.106,-22.9062
IMG_1733,99.568,230.698,95.566,-25.21
IMG_1734,99.291,228.929,94.627,-23.5878
IMG_1735,99.316,225.483,88.136,-24.868
IMG_1736,99.506,226.34,88.443,-26.3559
IMG_1737,99.849,228.446,89.519,-26.2448
IMG_1738,100.258,227.091,89.686,-25.8747
IMG_1739,100.037,226.634,87.693,-26.0732
IMG_1740,99.491,224.242,86.185,-25.8359
IMG_1741,100.345,224.844,85.076,-26.5117
IMG_1742,99.701,223.02,85.605,-26.2839
IMG_1743,98.091,217.793,89.139,-26.421
IMG_1744,96.572,212.921,95.423,-26.7147
IMG_1745,98.919,217.494,81.744,-27.6241
IMG_1746,96.646,209.243,81.787,-25.9874
IMG_1747,99.27,215.722,74.914,-26.6629
IMG_1748,97.934,209.868,77.214,-26.6028
IMG_1749,90.934,196.346,95.869,-26.3615
IMG_1750,88.574,197.723,106.283,-20.2281
IMG_1751,89.497,194.822,97.648,-18.8789
IMG_1752,88.079,194.549,105.694,-15.9355
IMG_1753,87.232,194.023,111.699,-14.2341
IMG_1754,87.069,192.348,112.342,-12.6324
IMG_1755,85.928,191.312,113.325,-11.1538
IMG_1756,86.102,191.307,111.591,-9.4491
IMG_1757,87.337,186.243,96.503,-10.8514
IMG_1758,83.709,185.94,140.679,-7.8109
IMG_1759,82.757,184.073,138.8,-6.8765
IMG_1760,82.055,179.223,162.536,-5.5761
IMG_1761,81.99,180.513,154.925,-6.1795
IMG_1762,82.773,183.717,134.242,-8.5375
IMG_1763,82.406,183.327,142.521,-8.7448
IMG_1764,82.186,183.687,144.332,-7.7076
IMG_1765,82.806,184.444,132.312,-8.2361
IMG_1766,82.731,184.202,140.944,-6.4314
IMG_1767,82.54,183.45,145.386,-6.5506
IMG_1768,82.221,183.199,139.826,-8.0567
IMG_1769,81.611,182.465,148.617,-7.9727
IMG_1770,82.473,184.728,130.731,-8.6312
IMG_1771,82.569,184.681,126.427,-10.2879
IMG_1772,83.745,184.317,120.51,-11.4277
IMG_1773,83,185.512,128.507,-16.1852
IMG_1774,83.011,184.997,133.254,-10.2885
IMG_1775,83.298,185.151,126.68,-9.3976
IMG_1776,83.135,187.127,130.674,-9.4443
IMG_1777,82.463,185.48,146.316,-8.1816
IMG_1778,82.953,185.004,140.11,-7.1586
IMG_1779,82.766,185.256,138.61,-7.7353
IMG_1780,86.888,196.61,154.278,-12.5165
IMG_1781,86.147,185.958,181.476,-11.4648
IMG_1782,86.032,190.92,170.673,-10.7878
IMG_1783,85.628,178.85,189.926,-11.0921
IMG_1784,85.576,183.792,181.899,-10.3746
IMG_1785,85.209,179.125,188.439,-10.3948
IMG_1786,85.438,176.856,192.954,-10.0353
IMG_1787,84.751,169.436,201.904,-10.907
IMG_1788,84.712,172.783,195.916,-8.572
IMG_1789,85.597,185.631,173.636,-9.6568
IMG_1790,86.503,196.689,146.278,-11.0798
IMG_1791,86.384,195.648,154.718,-13.1293
IMG_1792,86.441,195.04,154.625,-14.0091
IMG_1793,85.759,193.323,151.719,-14.9989
IMG_1794,85.912,193.152,141.147,-14.4299
IMG_1795,92.233,203.504,99.32,-18.1323
IMG_1796,93.897,203.621,90.578,-24.6614
IMG_1797,90.008,198.295,102.161,-21.7049
IMG_1798,87.521,195.734,115.261,-13.8954
IMG_1799,87.03,193.939,119.333,-15.7022
IMG_1800,88.749,193.45,111.011,-18.4084
IMG_1801,89.293,189.862,92.469,-23.0729
IMG_1802,85.686,189.986,110.223,-20.6577
IMG_1803,85.539,187.574,117.181,-16.5357
IMG_1804,85.497,188.242,116.332,-15.0912
IMG_1805,86.817,187.738,99.923,-14.085
IMG_1806,84.935,188.591,116.477,-11.203
IMG_1807,84.434,188.532,117.893,-10.0377
IMG_1808,84.004,186.608,122.391,-9.9428
IMG_1809,83.013,185.049,124.556,-9.8388
IMG_1810,82.947,185.114,126.094,-10.3981
IMG_1811,82.588,183.94,135.287,-9.0657
IMG_1812,82.473,183.281,138.837,-9.0962
IMG_1813,82.254,183.166,134.268,-9.7179
IMG_1814,82.352,182.919,136.404,-9.5902
IMG_1815,81.956,181.702,137.575,-9.4757
IMG_1816,82.116,182.148,138.504,-9.4404
IMG_1817,82.737,181.071,128.185,-10.4204
IMG_1818,84.743,180.735,102.488,-12.8736
IMG_1819,88.182,182.3,84.919,-14.1639
IMG_1820,89.393,180.333,74.301,-18.6609
IMG_1821,92.112,178.431,63.667,-22.4623
IMG_1822,90.899,174.922,62.081,-25.23
IMG_1823,93.898,174.864,56.633,-22.5449
IMG_1824,96.374,187.417,56.054,-24.4279
IMG_1825,96.344,190.096,58.765,-25.5486
IMG_1826,96.906,190.241,56.789,-25.0484
IMG_1827,96.942,190.235,57.12,-26.743
IMG_1828,96.586,189.741,57.802,-25.6286
IMG_1829,92.988,204.022,97.095,-21.1997
IMG_1830,91.883,201.931,101.758,-22.18
IMG_1831,87.935,195.533,117.48,-20.3299
IMG_1832,87.399,187.934,107.806,-18.2359
IMG_1833,85.261,187.891,129.233,-18.0308
IMG_1834,85.183,186.831,132.62,-17.6895
IMG_1835,83.125,185.567,152.571,-12.7758
IMG_1836,82.201,181.834,165.545,-7.5923
IMG_1837,82.996,180.72,159.132,-8.4288
IMG_1838,81.653,180.831,155.959,-13.0292
IMG_1839,82.818,183.797,148.758,-14.9129
IMG_1840,80.855,176.271,172.428,-14.7318
IMG_1841,82.417,181.591,153.281,-15.0353
IMG_1842,80.677,176.603,165.346,-17.2462
IMG_1843,79.854,168.462,184.343,-10.6251
IMG_1844,80.041,172.17,174.488,-10.5461
IMG_1845,80.19,173.577,176.114,-5.3488
IMG_1846,78.712,157.48,202.487,-2.8494
IMG_1847,77.929,154.35,205.555,-0.8621
IMG_1848,78.364,159.781,196.517,-3.6957
IMG_1849,78.367,162.447,193.86,-2.1895
IMG_1850,78.427,160.473,196.063,-1.1305
IMG_1851,77.965,159.967,198.086,-1.7282
IMG_1852,77.684,160.469,193.892,-2.4608
IMG_1853,78.334,165.598,181.622,-2.9097
IMG_1854,77.013,158.109,189.514,-7.3347
IMG_1855,78.183,163.416,175.895,-12.8635
IMG_1856,76.727,157.548,188.236,-14.1227
IMG_1857,75.328,139.042,217.117,-2.5677
IMG_1858,74.534,138.154,217.371,-0.6634
IMG_1859,75.195,142.29,212.421,-0.7518
IMG_1860,83.622,96.392,251.813,-4.6039
IMG_1861,83.258,101.199,251.342,-5.0432
IMG_1862,83.333,108.156,249.551,-5.4351
IMG_1863,83.142,107.436,249.662,-6.1978
IMG_1864,82.952,105.314,250.581,-5.0838
IMG_1865,82.821,110.576,248.579,-5.4317
IMG_1866,82.542,114.506,246.342,-5.0546
IMG_1867,82.583,105.122,250.632,-4.7894
IMG_1868,82.359,112.675,248.122,-5.2288
IMG_1869,82.157,115.484,246.156,-5.4812
IMG_1870,82.011,114.425,246.682,-5.8894
IMG_1871,82.105,117.102,246.194,-6.2039
IMG_1872,81.714,116.596,246.416,-5.529
IMG_1873,81.475,117.016,245.888,-5.5042
IMG_1874,81.025,121.164,243.297,-5.9907
IMG_1875,80.773,123.367,242.551,-5.6824
IMG_1876,80.562,127.443,239.373,-6.1639
IMG_1877,80.576,127.13,239.813,-5.982
IMG_1878,80.615,132.273,236.179,-6.7644
IMG_1879,79.919,132.45,235.429,-6.3598
IMG_1880,80.186,132.821,234.938,-6.6543
IMG_1881,79.874,137.581,232.158,-6.929
IMG_1882,79.861,139.505,229.737,-7.072
IMG_1883,79.589,141.827,226.778,-7.4483
IMG_1884,79.217,141.627,226.081,-7.24
IMG_1885,79.314,142.699,225.638,-7.642
IMG_1886,79.664,142.172,226.249,-7.5074
IMG_1887,79.563,143.651,224.258,-7.7899
IMG_1888,79.193,147.683,218.774,-8.2626
IMG_1889,79.152,148.11,217.685,-8.4745
IMG_1890,78.81,144.675,221.622,-8.316
IMG_1891,78.834,144.871,221.222,-8.2127
IMG_1892,78.516,145.915,219.85,-8.2283
IMG_1893,78.395,147.332,217.457,-8.3466
IMG_1894,78.42,145.819,219.202,-8.1655
IMG_1895,78.184,145.301,219.351,-8.2452
IMG_1896,78.139,146.625,217.505,-8.4285
IMG_1897,78.275,148.749,215.117,-8.7558
IMG_1898,78.155,149.1,213.947,-8.6247
IMG_1899,78.116,150.629,211.89,-8.7582
IMG_1900,77.899,149.317,214.158,-8.9506
IMG_1901,78.092,149.982,212.71,-9.2183
IMG_1902,78.395,151.965,209.989,-9.2061
IMG_1903,78.338,153.913,208.58,-9.1808
IMG_1904,78.641,155.127,206.109,-9.3139
IMG_1905,78.289,155.067,206.432,-9.0636
IMG_1906,78.434,157.122,204.343,-9.3745
IMG_1907,78.538,158.222,201.717,-9.7117
IMG_1908,78.556,159.127,201.156,-9.8801
IMG_1909,85.054,150.434,227.144,-9.0863
IMG_1910,84.216,126.291,242.052,-8.4968
IMG_1911,85.133,152.797,223.916,-13.5154
IMG_1912,86.884,181.426,192.617,-22.4404
IMG_1913,92.034,213.239,145.239,-34.8745
IMG_1914,92.792,217.223,140.483,-36.7755
IMG_1915,93.139,218.097,137.117,-34.4011
IMG_1916,93.299,218.096,134.081,-37.1081
IMG_1917,93.503,218.428,128.485,-35.1442
IMG_1918,93.275,216.625,124.817,-36.154
IMG_1919,93.083,216.575,126.466,-34.6384
IMG_1920,89.465,208.586,141.721,-23.7833
IMG_1921,85.986,189.31,181.349,-13.442
IMG_1922,84.93,175.916,196.511,-9.657
IMG_1923,85.733,189.716,170.614,-13.4281
IMG_1924,86.125,195.855,156.69,-16.8579
IMG_1925,86.136,195.832,151.005,-19.5473
IMG_1926,87.582,200.858,133.577,-19.6097
IMG_1927,85.042,191.128,166.004,-13.1822
IMG_1928,84.983,192.049,164.032,-17.4495
IMG_1929,87.38,198.367,132.115,-15.35
IMG_1930,83.649,187.227,160.515,-14.1295
IMG_1931,90.566,193.964,96.857,-25.9261
IMG_1932,90.471,193.031,96.216,-34.1527
IMG_1933,89.688,192.863,98.629,-30.475
IMG_1934,91.538,193.87,92.989,-35.8938
IMG_1935,92.116,194.216,92.796,-35.7317
IMG_1936,91.613,191.759,88.799,-36.1334
IMG_1937,91.487,189.049,86.552,-36.2131
IMG_1938,91.098,187.125,85.316,-36.4094
IMG_1939,91.007,186.607,85.357,-35.7154
IMG_1940,90.277,186.5,87.384,-34.6118
IMG_1941,90.058,185.128,89.338,-34.2554
IMG_1942,82.123,182.056,143.809,-33.2706
IMG_1943,81.14,178.498,167.265,-13.2293
IMG_1944,84.46,183.558,120.085,-24.144
IMG_1945,86.174,182.62,103.235,-28.2384
IMG_1946,85.718,180.11,109.704,-32.9695
IMG_1947,80.604,172.198,161.616,-12.2872
IMG_1948,87.267,177.096,100.394,-32.7057
IMG_1949,88.621,182.264,93.678,-31.7444
IMG_1950,89.793,179.628,84.647,-32.1894
IMG_1951,89.289,181.264,86.199,-29.0757
IMG_1952,90.077,180.902,81.908,-31.9501
IMG_1953,90.375,182.43,81.938,-33.7848
IMG_1954,90.476,182.039,82.576,-34.8357
IMG_1955,90.016,181.523,82.792,-32.9481
IMG_1956,88.62,181.258,88.014,-34
IMG_1957,88.726,180.142,84.969,-33.5347
IMG_1958,92.57,216.071,138.249,-31.8694
IMG_1959,92.623,217.363,136.143,-30.8271
IMG_1960,92.856,216.894,135.434,-31.3455
IMG_1961,92.821,216.604,133.705,-30.6309
IMG_1962,93.058,216.346,133.13,-32.5356
IMG_1963,92.956,217.11,132.362,-32.993
IMG_1964,92.947,214.501,126.797,-32.1215
IMG_1965,93.362,215.738,127.348,-33.0095
IMG_1966,92.783,213.059,125.819,-31.8323
IMG_1967,92.311,211.911,122.341,-30.8032
IMG_1968,93.186,213.958,119.723,-31.9964
IMG_1969,93.477,213.428,117.909,-30.6681
IMG_1970,93.368,211.822,115.14,-31.4168
IMG_1971,94.024,213.131,112.851,-31.0923
IMG_1972,94.173,213.813,109.704,-30.6039
IMG_1973,94.061,211.016,103.646,-31.5351
IMG_1974,93.972,208.947,100.047,-30.8555
IMG_1975,93.879,208.125,97.858,-30.9387
IMG_1976,93.899,206.548,96.355,-31.12
IMG_1977,93.712,203.469,92.78,-28.4266
IMG_1978,93.677,201.574,90.461,-27.205
IMG_1979,92.891,198.687,89.583,-30.4613
IMG_1980,91.682,196.286,91.188,-31.1946
IMG_1981,92.996,196.037,87.787,-26.4279
IMG_1982,92.713,195.716,87.489,-26.1827
IMG_1983,92.616,194.656,85.979,-24.0644
IMG_1984,92.5,193.015,85.333,-23.3872
IMG_1985,92.932,191.429,82.161,-24.1593
IMG_1986,91.77,187.458,78.934,-23.3998
IMG_1987,92.784,188.07,79.014,-24.6849
IMG_1988,92.932,189.163,78.78,-24.2263
IMG_1989,92.989,191.254,78.916,-24.1675
IMG_1990,92.525,186.719,78.452,-24.3129
IMG_1991,92.066,186.426,76.409,-26.3986
IMG_1992,93.923,190.882,76.793,-29.6394
IMG_1993,93.765,188.801,74.283,-27.8777
IMG_1994,93.951,188.909,72.686,-29.9057
IMG_1995,93.486,186.612,71.026,-28.2241
IMG_1996,93.31,185.462,71.496,-28.4138
IMG_1997,93.084,185.602,70.582,-25.9398
IMG_1998,92.474,185.446,72.252,-28.1145
IMG_1999,93.26,187.685,74.11,-26.9933
IMG_2000,93.409,186.208,72.801,-25.411
IMG_2001,93.036,185.217,71.815,-24.9464
IMG_2002,93.335,187.216,72.254,-25.0186
IMG_2003,92.87,184.986,70.866,-27.0679
IMG_2004,93.144,184.7,69.433,-26.2401
IMG_2005,93.177,184.05,68.636,-27.3812
IMG_2006,94.07,187.883,70.023,-28.3794
IMG_2007,93.695,216.653,121.275,-36.602
IMG_2008,93.883,217.967,120.703,-35.8109
IMG_2009,95.005,223.349,126.756,-37.2583
IMG_2010,93.936,220.18,122.092,-36.1961
IMG_2011,94.349,221.474,124.837,-36.0036
IMG_2012,94.374,221.802,122.486,-35.7564
IMG_2013,94.771,221.919,124.625,-35.4179
IMG_2014,94.156,217.192,119.021,-36.4636
IMG_2015,94.741,221.205,120.744,-38.7864
IMG_2016,94.71,219.848,118.473,-38.0934
IMG_2017,93.956,215.937,117.095,-37.6497
IMG_2018,93.773,215.381,116.69,-36.8259
IMG_2019,93.365,212.661,112.724,-36.815
IMG_2020,94.881,219.892,116.677,-36.8698
IMG_2021,94.835,219.591,112.671,-38.0299
IMG_2022,94.772,217.233,108.859,-38.0599
IMG_2023,94.555,215.725,106.157,-39.1546
IMG_2024,94.111,214.434,106.118,-36.3668
IMG_2025,94.309,212.697,105.709,-37.3555
IMG_2026,93.856,211.644,103.32,-36.7862
IMG_2027,94.262,211.962,102.015,-36.5326
IMG_2028,93.293,198.683,87.201,-38.0005
IMG_2029,93.138,198.898,88.143,-37.2566
IMG_2030,92.894,198.132,87.011,-37.2925
IMG_2031,93.411,197.197,86.101,-35.8217
IMG_2032,93.507,198.236,87.584,-37.8744
IMG_2033,93.067,196.543,86.806,-36.257
IMG_2034,92.706,193.272,83.502,-36.9141
IMG_2035,92.271,190.727,81.71,-36.6218
IMG_2036,92.699,191.841,82.514,-36.8363
IMG_2037,92.189,190.437,82.501,-37.246
IMG_2038,92.161,190.688,83.073,-37.1501
IMG_2039,91.253,187.673,82.408,-36.8836
IMG_2040,90.966,185.902,80.651,-37.0728
IMG_2041,90.951,185.387,80.456,-34.5645
IMG_2042,91.405,187.373,79.557,-35.5421
IMG_2043,91.759,186.994,80.174,-34.8782
IMG_2044,91.719,186.838,80.537,-36.1342
IMG_2045,91.339,185.986,79.428,-35.2966
IMG_2046,91.347,185.396,78.434,-35.6325
IMG_2047,92.011,185.82,77.725,-36.1194
IMG_2048,91.585,183.598,76.958,-36.5388
IMG_2049,91.567,183.442,75.892,-36.9864
IMG_2050,91.371,184.149,76.075,-36.9384
IMG_2051,90.935,181.791,75.417,-36.0738
IMG_2052,91.938,185.447,76.518,-35.9312
IMG_2053,91.788,182.306,75.494,-36.5811
IMG_2054,90.773,180.363,74.867,-36.9986
IMG_2055,91.507,183.069,75.529,-35.5655
IMG_2056,93.563,215.838,117.213,-35.8333
IMG_2057,93.842,216.919,118.222,-35.1702
IMG_2058,94.45,218.231,115.271,-35.0699
IMG_2059,94.182,214.327,112.922,-34.8841
IMG_2060,94.231,215.35,113.331,-35.4244
IMG_2061,94.154,213.749,110.498,-34.4757
IMG_2062,94.587,216.758,111.219,-34.9836
IMG_2063,94.714,216.398,110.547,-34.8506
IMG_2064,93.806,210.697,107.239,-34.767
IMG_2065,94.384,214.504,107.82,-33.5197
IMG_2066,94.498,213.666,106.971,-33.4343
IMG_2067,94.348,212.1,104.694,-35.4871
IMG_2068,94.076,210.747,102.829,-34.2435
IMG_2069,93.626,209.638,101.399,-34.2933
IMG_2070,94.043,209.165,100.327,-35.238
IMG_2071,93.637,200.787,94.563,-34.2576
IMG_2072,92.977,199.494,91.83,-32.6908
IMG_2073,92.065,193.614,90.56,-34.8254
IMG_2074,92.925,197.425,91.073,-34.0133
IMG_2075,92.655,194.836,89.207,-33.0482
IMG_2076,91.852,189.905,85.366,-34.9323
IMG_2077,91.464,186.555,82.524,-33.8121
IMG_2078,92.173,189.395,81.421,-34.5821
IMG_2079,91.793,185.734,79.118,-34.3885
IMG_2080,92.616,189.475,79.287,-33.1004
IMG_2081,92.123,189.182,78.401,-34.231
IMG_2082,91.734,183.063,77.158,-33.9731
IMG_2083,93.584,192.84,78.432,-32.6392
IMG_2084,93.031,188.277,76.183,-33.0508
