Year,Month,Day,Time,Min,Temperature(C),Absolute_Humidity(g/m^3),Radiation(Ldown-Lup)(Wm^2),Long_wave_downward(W/m^2),Long_wave_upward(W/m^2)
2025,12,2,21,30,20.29,13.996676076682991,-27.682800000000043,384.4865,412.1693
2025,12,2,21,40,20.26,13.966900116003847,-27.330600000000004,384.2977,411.6283
2025,12,2,21,50,20.0,13.9409199524215,-27.631899999999973,383.6845,411.3164
2025,12,2,22,0,19.97,13.86471410474446,-27.45270000000005,383.417,410.8697
2025,12,2,22,10,20.05,13.742695399830454,-27.09459999999996,383.4596,410.5542
2025,12,2,22,20,19.84,13.675633987837625,-27.067999999999984,383.0702,410.1382
2025,12,2,22,30,19.78,13.547445786657814,-24.735000000000014,385.0927,409.8277
2025,12,2,22,40,19.97,13.41980163720415,-14.891599999999984,396.5251,411.4167
2025,12,2,22,50,20.01,13.411518523632024,-11.133800000000008,401.5756,412.7094
2025,12,2,23,0,20.15,13.415543184433211,-9.927999999999995,403.5629,413.4909
2025,12,2,23,10,19.93,13.460650896542075,-8.54570000000001,405.1079,413.6536
2025,12,2,23,20,19.98,13.448369538821185,-8.398599999999988,405.3027,413.7013
2025,12,2,23,30,20.11,13.424177631298823,-7.964099999999973,406.1904,414.1545
2025,12,2,23,40,20.14,13.440791081773982,-7.661299999999983,406.9494,414.6107
2025,12,2,23,50,20.2,13.624365888452951,-7.1447,408.0333,415.178
2025,12,3,0,0,20.2,13.701270583653969,-8.148600000000044,407.085,415.2336
2025,12,3,0,10,20.25,13.63269142937732,-7.680900000000008,407.9088,415.5897
2025,12,3,0,20,20.25,13.75013907316905,-3.655900000000031,412.5703,416.2262
2025,12,3,0,30,20.0,14.0963948961288,-4.0160999999999945,412.1258,416.1419
2025,12,3,0,40,19.83,14.179020378765124,-3.887299999999982,411.6449,415.5322
2025,12,3,0,50,19.64,13.95415844393388,-3.9430999999999594,410.6609,414.604
2025,12,3,1,0,19.52,13.956897959633686,-4.305900000000008,409.4597,413.7656
2025,12,3,1,10,19.46,13.639972536821595,-4.055499999999995,409.5022,413.5577
2025,12,3,1,20,19.46,13.606500211577863,-4.2346,409.3162,413.5508
2025,12,3,1,30,19.37,13.401469604023257,-4.361299999999972,408.6838,413.0451
2025,12,3,1,40,19.33,13.353347245359604,-4.483100000000036,408.313,412.7961
2025,12,3,1,50,19.25,13.224468133526994,-4.302400000000034,408.1441,412.4465
2025,12,3,2,0,19.24,13.137380393984069,-4.23860000000002,408.0451,412.2837
2025,12,3,2,10,19.2,13.040528315553342,-4.227399999999989,407.8587,412.0861
2025,12,3,2,20,19.2,12.953173917079589,-4.161200000000008,407.545,411.7062
2025,12,3,2,30,19.05,12.711691587426705,-4.276299999999992,406.1999,410.4762
2025,12,3,2,40,18.98,12.743891136871232,-4.348799999999983,405.773,410.1218
2025,12,3,2,50,18.98,12.732502494210935,-4.256899999999973,405.7257,409.9826
2025,12,3,3,0,18.96,12.55172561953639,-4.079200000000014,405.6491,409.7283
2025,12,3,3,10,18.96,12.361597201943722,-4.008299999999963,405.7993,409.8076
2025,12,3,3,20,19.01,12.424211235719511,-4.371199999999988,405.98,410.3512
2025,12,3,3,30,18.97,12.507106120747231,-4.575300000000027,405.7227,410.298
2025,12,3,19,30,16.08,9.391835350539148,-6.271500000000003,387.8248,394.0963
2025,12,3,19,40,16.09,9.307148584793708,-6.087199999999996,387.7065,393.7937
2025,12,3,19,50,16.09,9.282504766828676,-6.3125,387.5685,393.881
2025,12,3,20,0,16.1,9.238794761381294,-6.410699999999963,387.5529,393.9636
2025,12,3,20,10,16.14,9.273493718448242,-6.329299999999989,387.7636,394.0929
2025,12,3,20,20,16.19,9.346975670313986,-6.365099999999984,388.0226,394.3877
2025,12,3,20,30,16.17,9.35083383296196,-6.272899999999993,387.8926,394.1655
2025,12,3,20,40,16.17,9.301307568729708,-6.363999999999976,387.9542,394.3182
2025,12,3,20,50,16.21,9.231389361158492,-6.264700000000005,387.9659,394.2306
2025,12,3,21,0,16.23,9.169356580258295,-5.943100000000015,388.3639,394.307
2025,12,3,21,10,16.28,9.219208277645778,-6.086599999999976,388.2611,394.3477
2025,12,3,21,20,16.22,9.105871349007248,-6.088400000000036,388.0732,394.1616
2025,12,3,21,30,16.24,8.985616795348731,-6.330399999999997,387.7619,394.0923
2025,12,3,21,40,16.32,8.856928203024744,-6.237099999999998,387.9214,394.1585
2025,12,3,21,50,16.36,8.807336392454614,-7.572600000000023,386.5771,394.1497
2025,12,3,22,0,16.29,8.944852662121452,-14.755299999999975,377.9139,392.6692
2025,12,3,22,10,16.23,9.158310826208895,-6.947099999999978,386.7722,393.7193
2025,12,3,22,20,16.22,9.322513537489462,-6.270600000000002,387.6779,393.9485
2025,12,3,22,30,16.1,9.29359188333492,-6.005100000000027,387.6855,393.6906
2025,12,3,22,40,16.05,9.28468888527603,-6.01600000000002,387.4513,393.4673
2025,12,3,22,50,15.95,9.097061372315082,-6.1404,386.8553,392.9957
2025,12,3,23,0,15.95,8.955874328184242,-6.414800000000014,386.3712,392.786
2025,12,3,23,10,15.82,8.943641217048262,-6.5283000000000015,385.8571,392.3854
2025,12,3,23,20,15.77,8.930040917926336,-6.619199999999978,385.5378,392.157
2025,12,3,23,30,15.75,8.84546488291794,-6.529999999999973,385.3308,391.8608
2025,12,3,23,40,15.69,8.709139742921675,-6.461299999999994,385.1513,391.6126
2025,12,3,23,50,15.59,8.571503097499473,-6.426999999999964,384.6111,391.0381
2025,12,4,0,0,15.47,8.476367182184603,-6.462400000000002,384.073,390.5354
2025,12,4,0,10,15.4,8.53102466664816,-6.64349999999996,383.5912,390.2347
2025,12,4,0,20,15.36,8.358377969237026,-6.947200000000009,383.0061,389.9533
2025,12,4,0,30,15.31,8.326495665311489,-7.058699999999988,382.5962,389.6549
2025,12,4,0,40,15.29,8.23681735009519,-7.057199999999966,382.2239,389.2811
2025,12,4,0,50,15.27,8.325818574580996,-7.0289000000000215,382.1731,389.202
2025,12,4,1,0,15.22,8.418736093704922,-6.858599999999967,382.2764,389.135
2025,12,4,1,10,15.19,8.470803210299955,-7.321300000000008,381.7136,389.0349
2025,12,4,1,20,15.14,8.496773926338753,-7.630800000000022,381.0729,388.7037
2025,12,4,1,30,15.18,8.469538951797116,-7.844299999999976,381.0373,388.8816
2025,12,4,1,40,15.34,8.358695199678454,-7.975200000000029,381.1529,389.1281
2025,12,4,1,50,15.36,8.400294298184775,-8.17270000000002,381.1106,389.2833
2025,12,4,2,0,15.32,8.429559836447288,-8.146000000000015,380.9653,389.1113
2025,12,4,2,10,15.26,8.404083580697971,-7.875099999999975,381.1111,388.9862
2025,12,4,2,20,15.36,8.324320951966982,-8.26479999999998,380.9646,389.2294
2025,12,4,2,30,15.46,8.228737320538908,-9.058699999999988,380.0306,389.0893
2025,12,4,2,40,15.55,8.261869017701759,-8.032399999999996,381.6188,389.6512
2025,12,4,2,50,15.49,8.307105418144262,-8.061300000000017,381.5045,389.5658
2025,12,4,3,0,15.45,8.236914759487894,-7.936499999999967,381.5371,389.4736
2025,12,4,3,10,15.49,8.329549917843638,-8.252099999999984,381.214,389.4661
2025,12,4,3,20,15.6,8.244425890457121,-8.505299999999977,381.0597,389.565
2025,12,4,3,30,15.67,8.27547539712311,-8.13639999999998,381.8734,390.0098
2025,12,4,19,30,17.67,10.05376564974894,-11.446799999999996,390.2728,401.7196
2025,12,4,19,40,17.74,9.956749957974225,-10.638500000000022,391.525,402.1635
2025,12,4,19,50,17.83,9.969257648672915,-11.059799999999996,390.949,402.0088
2025,12,4,20,0,17.91,9.926771347591131,-12.9187,389.1375,402.0562
2025,12,4,20,10,17.93,9.88967494460578,-11.286,390.8949,402.1809
2025,12,4,20,20,17.83,9.826405481146203,-10.182299999999998,392.043,402.2253
2025,12,4,20,30,17.84,9.84290442833926,-9.610400000000029,392.6914,402.3018
2025,12,4,20,40,17.84,9.894605146794929,-9.889800000000037,392.3744,402.2642
2025,12,4,20,50,17.88,9.983744971676412,-12.404499999999985,389.2668,401.6713
2025,12,4,21,0,17.83,10.049801955895427,-13.286299999999985,388.2806,401.5669
2025,12,4,21,10,17.83,10.230646721168611,-11.831200000000024,390.0592,401.8904
2025,12,4,21,20,17.73,10.382869525661896,-10.799099999999951,391.0864,401.8855
2025,12,4,21,30,17.68,10.620061616787272,-9.15300000000002,392.7806,401.9336
2025,12,4,21,40,17.63,10.669526874718246,-10.1053,391.5207,401.626
2025,12,4,21,50,17.65,10.55446805857429,-9.881799999999998,391.8971,401.7789
2025,12,4,22,0,17.69,10.490759782506569,-11.338899999999969,390.1338,401.4727
2025,12,4,22,10,17.64,10.438484909340238,-14.536500000000046,386.2229,400.7594
2025,12,4,22,20,17.63,10.385706948001603,-11.523200000000031,389.1842,400.7074
2025,12,4,22,30,17.6,10.368632072575462,-9.872299999999996,391.2391,401.1114
2025,12,4,22,40,17.66,10.312542357774596,-10.09960000000001,391.0784,401.178
2025,12,4,22,50,17.64,10.3107648550299,-11.44070000000005,389.3622,400.8029
2025,12,4,23,0,17.65,10.26128839028056,-10.913899999999956,389.97,400.8839
2025,12,4,23,10,17.64,10.274702722048156,-10.1841,390.6632,400.8473
2025,12,4,23,20,17.69,10.260177072159848,-10.926099999999964,390.0423,400.9684
2025,12,4,23,30,17.68,10.306776576893393,-11.320400000000006,389.4176,400.738
2025,12,4,23,40,17.68,10.196825577315252,-12.204199999999958,388.8398,401.044
2025,12,4,23,50,17.64,10.321282977149574,-13.721299999999983,386.4495,400.1708
2025,12,5,0,0,17.5,10.338209966719576,-14.578399999999988,385.0081,399.5865
2025,12,5,0,10,17.55,10.30485528611953,-15.753899999999987,383.7439,399.4978
2025,12,5,0,20,17.51,10.280273741329864,-14.491000000000042,385.0628,399.5538
2025,12,5,0,30,17.5,10.350130646992527,-14.227300000000014,385.4735,399.7008
2025,12,5,0,40,17.54,10.440601713913702,-15.873400000000004,383.6332,399.5066
2025,12,5,0,50,17.51,10.490501239158364,-16.64349999999996,382.5565,399.2
2025,12,5,1,0,17.45,10.504969686959328,-18.434399999999982,380.0117,398.4461
2025,12,5,1,10,17.41,10.513979161240748,-16.719600000000014,381.2076,397.9272
2025,12,5,1,20,17.32,10.528317802623432,-18.745000000000005,379.1111,397.8561
2025,12,5,1,30,17.35,10.575281288089204,-23.48570000000001,373.2247,396.7104
2025,12,5,1,40,17.19,10.533038022634337,-25.613499999999988,369.8242,395.4377
2025,12,5,1,50,17.11,10.527823052401647,-26.955600000000004,367.7961,394.7517
2025,12,5,2,0,17.18,10.475569238715288,-26.19880000000001,368.3215,394.5203
2025,12,5,2,10,17.14,10.482590918917452,-26.926600000000008,367.7094,394.636
2025,12,5,2,20,17.1,10.460413967224262,-27.4298,366.2617,393.6915
2025,12,5,2,30,17.07,10.49681319000848,-26.66359999999997,367.2137,393.8773
2025,12,5,2,40,17.01,10.477942259418304,-21.44059999999996,372.4784,393.919
2025,12,5,2,50,17.01,10.469260081051155,-15.97109999999998,379.4391,395.4102
2025,12,5,3,0,17.05,10.459580788064825,-20.137299999999986,374.2885,394.4258
2025,12,5,3,10,17.12,10.437995865844911,-17.90210000000002,377.5721,395.4742
2025,12,5,3,20,17.18,10.43609946904667,-14.182200000000025,382.431,396.6132
2025,12,5,3,30,17.29,10.446168266125923,-11.02679999999998,386.4207,397.4475
2025,12,5,19,30,17.2,11.540444353714625,-16.31989999999996,384.7153,401.0352
2025,12,5,19,40,17.18,11.595341222647171,-9.61869999999999,392.6402,402.2589
2025,12,5,19,50,17.19,11.660794211420765,-8.548999999999978,394.2595,402.8085
2025,12,5,20,0,17.18,11.677204448626531,-14.057200000000025,387.5429,401.6001
2025,12,5,20,10,17.13,11.747230628458686,-12.712600000000007,388.7047,401.4173
2025,12,5,20,20,17.14,11.768852075078442,-9.863599999999964,392.2037,402.0673
2025,12,5,20,30,17.19,11.818767840978394,-10.281799999999976,391.6861,401.9679
2025,12,5,20,40,17.14,11.841769374180538,-22.756700000000023,376.2824,399.0391
2025,12,5,20,50,17.04,11.84351291992178,-17.802999999999997,381.7108,399.5138
2025,12,5,21,0,17.01,11.86564376843393,-17.16640000000001,382.2276,399.394
2025,12,5,21,10,17.01,11.880114065712506,-16.3938,382.9658,399.3596
2025,12,5,21,20,17.0,11.93083989990584,-15.102000000000032,384.4607,399.5627
2025,12,5,21,30,16.96,11.887828712265517,-15.665099999999995,383.7745,399.4396
2025,12,5,21,40,16.96,11.945536618635735,-15.20429999999999,384.1671,399.3714
2025,12,5,21,50,16.97,11.938267426986508,-15.59269999999998,383.6469,399.2396
2025,12,5,22,0,16.95,11.923955582120684,-16.56529999999998,382.4801,399.0454
2025,12,5,22,10,16.97,11.96713869041332,-16.514200000000017,382.4711,398.9853
2025,12,5,22,20,16.94,12.003263324769197,-14.929100000000004,384.3214,399.2505
2025,12,5,22,30,16.95,11.996047212000493,-18.346400000000017,380.359,398.7054
2025,12,5,22,40,16.91,12.01044670835472,-17.9418,380.5457,398.4875
2025,12,5,22,50,16.93,11.996064860345715,-19.776700000000005,378.224,398.0007
2025,12,5,23,0,16.93,12.053669013336574,-21.1644,376.3866,397.551
2025,12,5,23,10,16.92,12.03204734647196,-13.853000000000009,384.61,398.463
2025,12,5,23,20,17.0,11.974224772269135,-12.21610000000004,386.9842,399.2003
2025,12,5,23,30,17.09,11.980832452670324,-6.285799999999995,394.6252,400.911
2025,12,5,23,40,17.16,12.016571503546604,-7.523899999999969,393.4562,400.9801
2025,12,5,23,50,17.14,11.987603972384733,-13.674099999999951,386.177,399.8511
2025,12,6,0,0,17.14,11.943853592923476,-6.421600000000012,394.5186,400.9402
2025,12,6,0,10,17.13,11.83467899541992,-11.881400000000042,388.4772,400.3586
2025,12,6,0,20,17.09,11.791814464946151,-24.474000000000046,373.0619,397.5359
2025,12,6,0,30,16.94,11.743889087259175,-21.866199999999992,375.2354,397.1016
2025,12,6,0,40,17.0,11.78622365869486,-21.491600000000005,375.7823,397.2739
2025,12,6,0,50,16.94,11.758298767120843,-22.17410000000001,374.7998,396.9739
2025,12,6,1,0,16.97,11.86608926841948,-18.311800000000005,378.8387,397.1505
2025,12,6,1,10,16.9,11.888241101145969,-27.739199999999983,367.5368,395.276
2025,12,6,1,20,16.92,12.017654945339816,-28.50840000000005,367.0685,395.5769
2025,12,6,1,30,16.82,12.131722859856692,-27.800200000000014,367.3743,395.1745
2025,12,6,1,40,16.79,12.19557013761104,-28.783900000000017,366.245,395.0289
2025,12,6,1,50,16.74,12.17323354104864,-28.47230000000002,366.18,394.6523
2025,12,6,2,0,16.67,12.051240079912615,-27.812999999999988,365.9167,393.7297
2025,12,6,2,10,16.6,12.057093874468425,-28.607399999999984,364.4004,393.0078
2025,12,6,2,20,16.59,12.007513955738682,-28.519900000000007,364.5535,393.0734
2025,12,6,2,30,16.54,11.99958156963393,-30.091799999999974,363.0434,393.1352
2025,12,6,2,40,16.6,12.01473874376186,-29.512100000000032,363.3993,392.9114
2025,12,6,2,50,16.59,11.965184294320098,-28.545699999999957,364.3978,392.9435
2025,12,6,3,0,16.59,11.993404068599157,-26.7303,366.6206,393.3509
2025,12,6,3,10,16.64,12.07198040767615,-27.36310000000003,365.674,393.0371
2025,12,6,3,20,16.64,12.086132787989955,-26.39340000000004,367.08,393.4734
2025,12,6,3,30,16.69,12.09412682451942,-28.99830000000003,363.9598,392.9581
2025,12,6,19,30,19.63,12.676460667205324,-31.43969999999996,376.6143,408.054
2025,12,6,19,40,19.56,12.728817071746764,-31.0521,376.1697,407.2218
2025,12,6,19,50,19.56,12.747335387814642,-31.592100000000016,375.9565,407.5486
2025,12,6,20,0,19.55,12.793686766182937,-31.2602,376.2237,407.4839
2025,12,6,20,10,19.64,12.809071744958947,-31.675299999999996,376.1923,407.8676
2025,12,6,20,20,19.62,12.853165564140395,-31.005499999999984,376.4974,407.5029
2025,12,6,20,30,19.6,12.85832461944307,-31.273799999999994,376.3121,407.5859
2025,12,6,20,40,19.6,12.897135835486012,-30.68270000000001,376.5183,407.201
2025,12,6,20,50,19.7,12.876338055737948,-31.312099999999987,376.4755,407.7876
2025,12,6,21,0,19.7,12.89670663689651,-30.63470000000001,376.8716,407.5063
2025,12,6,21,10,19.64,12.88518533647131,-30.23479999999995,376.9426,407.1774
2025,12,6,21,20,19.65,12.877522198467734,-31.066599999999998,376.5915,407.6581
2025,12,6,21,30,19.64,12.908865120497378,-30.321900000000028,376.7107,407.0326
2025,12,6,21,40,19.74,12.97635640559068,-30.362899999999968,376.8493,407.2122
2025,12,6,21,50,19.74,12.972953663646116,-29.853099999999984,377.0836,406.9367
2025,12,6,22,0,19.69,12.9790472056909,-30.035500000000013,376.7972,406.8327
2025,12,6,22,10,19.7,13.020615505611095,-30.26260000000002,376.7786,407.0412
2025,12,6,22,20,19.72,13.0885889733925,-30.090499999999963,376.7948,406.8853
2025,12,6,22,30,19.72,13.063098343088567,-29.866299999999967,376.9698,406.8361
2025,12,6,22,40,19.67,13.082425161255882,-30.644900000000007,376.5491,407.194
2025,12,6,22,50,19.61,13.1242103908113,-30.61160000000001,376.5423,407.1539
2025,12,6,23,0,19.69,13.121543606851276,-30.276299999999992,376.4041,406.6804
2025,12,6,23,10,19.69,13.126632764035572,-30.62869999999998,376.5777,407.2064
2025,12,6,23,20,19.75,13.138888131141847,-29.694000000000017,376.9695,406.6635
2025,12,6,23,30,19.71,13.147146458803023,-29.8039,376.8114,406.6153
2025,12,6,23,40,19.66,13.154336330698348,-29.74599999999998,376.8485,406.5945
2025,12,6,23,50,19.8,13.18431125859831,-29.6866,377.1355,406.8221
2025,12,7,0,0,19.7,13.19374844545888,-29.7996,376.9375,406.7371
2025,12,7,0,10,19.76,13.228360710611264,-30.72919999999999,376.6791,407.4083
2025,12,7,0,20,19.75,13.237625564622832,-30.318899999999985,376.9264,407.2453
2025,12,7,0,30,19.69,13.238594222090155,-29.436399999999992,376.7327,406.1691
2025,12,7,0,40,19.68,13.234215896655272,-29.83910000000003,376.9396,406.7787
2025,12,7,0,50,19.66,13.29996878750062,-30.381399999999985,376.4887,406.8701
2025,12,7,1,0,19.61,13.282923342919403,-29.85809999999998,376.6078,406.4659
2025,12,7,1,10,19.61,13.296430828205198,-30.105099999999997,376.3633,406.4684
2025,12,7,1,20,19.66,13.269487575611771,-30.29849999999999,376.4901,406.7886
2025,12,7,1,30,19.55,13.290022588910968,-29.26139999999998,376.0432,405.3046
2025,12,7,1,40,19.61,13.28630021424085,-29.76769999999999,376.1176,405.8853
2025,12,7,1,50,19.61,13.298119263865924,-30.1875,376.0131,406.2006
2025,12,7,2,0,19.61,13.250843065365638,-30.08330000000001,376.0389,406.1222
2025,12,7,2,10,19.53,13.292896551755604,-30.006899999999973,375.7945,405.8014
2025,12,7,2,20,19.57,13.26859182899856,-30.404299999999974,375.5711,405.9754
2025,12,7,2,30,19.51,13.265529187884026,-29.411,375.8546,405.2656
2025,12,7,2,40,19.56,13.240595988531718,-29.274599999999964,375.8962,405.1708
2025,12,7,2,50,19.52,13.23469987026636,-29.424500000000023,375.6778,405.1023
2025,12,7,3,0,19.55,13.231135287909332,-29.42689999999999,375.8175,405.2444
2025,12,7,3,10,19.56,13.240595988531718,-29.288099999999982,375.6021,404.8902
2025,12,7,3,20,19.53,13.2744108549074,-29.688499999999976,375.4854,405.1739
2025,12,7,3,30,19.6,13.239687003169331,-29.889899999999955,376.0359,405.9258
2025,12,7,19,30,21.09,11.424361605467492,-29.498800000000017,380.9983,410.4971
2025,12,7,19,40,21.09,11.47590561528913,-27.55489999999997,381.9089,409.4638
2025,12,7,19,50,20.9,11.435481668868029,-26.58340000000004,381.3391,407.9225
2025,12,7,20,0,20.72,11.467674363054051,-25.27890000000002,380.5508,405.8297
2025,12,7,20,10,20.64,11.536306507410108,-25.52860000000004,379.8452,405.3738
2025,12,7,20,20,20.29,11.552616771804,-25.136599999999987,379.354,404.4906
2025,12,7,20,30,20.02,11.546299356464765,-25.827800000000025,378.9874,404.8152
2025,12,7,20,40,20.11,11.586416232997715,-25.36959999999999,379.098,404.4676
2025,12,7,20,50,20.03,11.57901931109354,-25.020399999999995,380.3134,405.3338
2025,12,7,21,0,20.03,11.688043106729308,-19.65370000000001,386.1013,405.755
2025,12,7,21,10,20.12,11.699317051803312,-17.758000000000038,390.0431,407.8011
2025,12,7,21,20,20.24,11.778196386938882,-15.185699999999995,393.4898,408.6755
2025,12,7,21,30,20.34,11.92298607108788,-9.520800000000008,401.2596,410.7804
2025,12,7,21,40,20.52,11.917117727504388,-9.199100000000044,402.8848,412.0839
2025,12,7,21,50,20.49,11.990500779059674,-9.96339999999998,402.408,412.3714
2025,12,7,22,0,20.38,12.00032409076045,-10.49589999999995,401.595,412.0909
2025,12,7,22,10,20.11,11.998478154849526,-11.217299999999966,399.8964,411.1137
2025,12,7,22,20,19.83,12.230901656037329,-13.240499999999995,396.278,409.5185
2025,12,7,22,30,19.43,12.31614935697707,-18.38669999999996,388.6272,407.0139
2025,12,7,22,40,19.1,12.49690610830727,-21.641200000000023,380.9908,402.632
2025,12,7,22,50,18.7,12.355535439658125,-24.311000000000035,376.2505,400.5615
2025,12,7,23,0,18.33,12.32404039870958,-24.940499999999982,372.6863,397.6268
2025,12,7,23,10,18.28,12.275040046035883,-26.865400000000022,371.6701,398.5355
2025,12,7,23,20,19.36,12.135752801997274,-28.057799999999983,371.4042,399.462
2025,12,7,23,30,19.8,12.146230289260345,-28.3818,373.2987,401.6805
2025,12,7,23,40,19.48,12.097728368363834,-26.119100000000003,373.9579,400.077
2025,12,7,23,50,19.57,12.047349087342605,-26.125800000000027,374.4419,400.5677
2025,12,8,0,0,19.57,12.013659632400367,-28.1266,372.3613,400.4879
2025,12,8,0,10,19.23,12.025049419690552,-28.1343,370.9385,399.0728
2025,12,8,0,20,19.17,12.036903303303893,-28.6198,369.6269,398.2467
2025,12,8,0,30,19.12,11.973588115703665,-30.301000000000045,368.1022,398.4032
2025,12,8,0,40,19.02,11.966768809534736,-29.26400000000001,367.9669,397.2309
2025,12,8,0,50,19.33,11.742309082673184,-31.31110000000001,368.6903,400.0014
2025,12,8,1,0,19.38,11.683631999865264,-31.52199999999999,368.9767,400.4987
2025,12,8,1,10,19.09,11.728080865209089,-29.028500000000008,369.0535,398.082
2025,12,8,1,20,18.43,11.849295276009792,-28.06020000000001,368.3984,396.4586
2025,12,8,1,30,17.83,11.970707697956795,-29.384500000000003,366.2006,395.5851
2025,12,8,1,40,17.63,12.103643435640963,-29.5231,365.1963,394.7194
